,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_population,longitude,latitude
3002,10km,landslide,monsoon,small,above_road,0.0,0.0,Pakistan,0.0,73.0428,34.6758
3003,5km,landslide,rain,large,other,,,Indonesia,207212.0,106.7087,-6.6234
3004,5km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,0.0,125.2603,11.1302
3005,25km,landslide,downpour,medium,other,1.0,,Nepal,19014.0,80.5792,29.3083
3006,5km,landslide,downpour,medium,urban,0.0,0.0,Panama,76815.0,-79.6336,8.9496
3007,10km,landslide,continuous_rain,small,above_road,0.0,0.0,South Africa,233386.0,28.0851,-25.8451
3008,10km,landslide,rain,small,other,0.0,,United States,45028.0,-96.9854,32.5383
3009,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2253.0,-124.4119,42.3381
3010,25km,landslide,downpour,medium,other,0.0,,Vietnam,0.0,108.4489,15.0376
3011,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-123.8119,44.3785
3012,1km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,1021.0,-149.1366,64.0005
3013,50km,mudslide,rain,medium,other,18.0,,Indonesia,0.0,126.6609,-3.6439999999999997
3014,10km,landslide,downpour,medium,other,0.0,,Nepal,31495.0,86.74,26.97
3015,25km,debris_flow,downpour,medium,other,,,United States,13753.0,-105.19,35.46
3017,1km,mudslide,downpour,medium,other,0.0,,United States,14206.0,-115.5397,43.3575
3018,1km,mudslide,downpour,medium,other,0.0,,United States,4407.0,-84.5609,39.0973
3019,5km,mudslide,downpour,small,urban,0.0,0.0,Australia,15228.0,153.0551,-26.6913
3020,5km,landslide,downpour,medium,other,0.0,,Italy,20435.0,9.9381,44.0928
3021,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2514.0,-124.1107,42.9179
3022,50km,mudslide,downpour,medium,other,0.0,,United States,1094.0,-110.1938,42.2872
3023,10km,landslide,downpour,small,other,0.0,,United States,1045.0,-122.7513,44.081
3024,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2038.0,-121.8784,44.4216
3025,1km,mudslide,downpour,small,other,0.0,,United States,195976.0,-73.9141,40.904
3026,5km,mudslide,downpour,medium,above_road,0.0,0.0,United States,6661.0,-93.8473,44.593999999999994
3027,10km,landslide,downpour,medium,below_road,0.0,0.0,United Kingdom,2562.0,-1.2827,50.9115
3028,5km,mudslide,rain,medium,other,0.0,,United States,4584.0,-123.617,44.5694
3030,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1737.0,-123.2351,46.1209
3031,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1737.0,-123.2443,46.028
3032,25km,landslide,rain,medium,other,6.0,,Philippines,4285.0,123.8436,7.8953
3033,25km,landslide,downpour,medium,other,0.0,,Bulgaria,11107.0,26.5736,42.175
3034,5km,landslide,tropical_cyclone,medium,other,0.0,,Costa Rica,5745.0,-84.1489,10.1528
3035,5km,landslide,downpour,medium,other,1.0,,India,59437.0,76.5289,9.5988
3036,exact,landslide,rain,medium,above_river,,,United States,1465.0,-121.895,45.6993
3037,1km,landslide,downpour,medium,other,0.0,,Malaysia,24071.0,100.2743,5.4661
3039,1km,landslide,downpour,medium,other,0.0,,United States,7720.0,-86.992,35.9862
3040,1km,mudslide,continuous_rain,medium,above_road,0.0,0.0,United States,382578.0,-93.2365,44.9683
3041,5km,rock_fall,unknown,small,bluff,0.0,0.0,Peru,251648.0,-77.0252,-12.1456
3042,5km,landslide,downpour,medium,other,0.0,,India,17123.0,78.5306,30.7394
3043,25km,landslide,downpour,medium,other,2.0,,Philippines,48638.0,123.9075,10.3968
3044,1km,landslide,downpour,medium,other,3.0,,Italy,1473.0,15.4337,38.1944
3045,25km,landslide,downpour,medium,other,,,Indonesia,0.0,116.3816,1.3542
3046,exact,mudslide,tropical_cyclone,very_large,natural_slope,430.0,,Philippines,3299.0,126.1847,7.4649
3047,1km,landslide,continuous_rain,medium,above_road,0.0,1.0,India,92113.0,94.1383,25.48
3048,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3205.0,-122.4197,43.2612
3049,1km,landslide,rain,medium,above_road,0.0,0.0,Costa Rica,26047.0,-84.0879,9.9574
3050,10km,landslide,downpour,medium,other,0.0,,Taiwan,105682.0,120.704,23.8314
3051,5km,mudslide,rain,small,other,,,United States,27592.0,-91.6396,44.0344
3052,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2344.0,-122.8771,45.9952
3053,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,15962.0,-122.3695,45.5161
3054,5km,rock_fall,downpour,small,other,0.0,,South Africa,6922.0,18.3653,-34.0746
3055,25km,landslide,rain,medium,other,0.0,,Italy,3178.0,9.2572,46.0161
3056,1km,landslide,unknown,small,mine,1.0,0.0,Bangladesh,39218.0,91.7783,25.0821
3057,1km,mudslide,downpour,medium,other,0.0,,United States,6911.0,-121.0386,39.1265
3058,5km,landslide,downpour,medium,other,0.0,,Trinidad and Tobago,17000.0,-60.7582,11.2084
3059,10km,landslide,tropical_cyclone,medium,other,7.0,,Philippines,28407.0,120.689,16.3452
3060,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.103,-22.878
3062,5km,mudslide,downpour,medium,other,0.0,,United States,24917.0,-117.7349,33.7465
3063,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,8466.0,-124.1148,44.1609
3064,5km,landslide,continuous_rain,medium,other,0.0,0.0,India,4690.0,74.5915,34.0096
3066,25km,landslide,tropical_cyclone,medium,other,1.0,,Japan,639652.0,133.9195,34.6551
3067,25km,landslide,downpour,medium,other,4.0,,India,17748.0,75.4325,33.1289
3069,10km,landslide,downpour,medium,other,5.0,,Nepal,92294.0,80.67774011,29.11803174
3070,exact,rock_fall,unknown,small,above_road,0.0,1.0,United States,154637.0,-123.0521,44.9258
3071,5km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,1482.0,-80.6534,40.2278
3072,exact,landslide,continuous_rain,medium,other,0.0,0.0,Nicaragua,5827.0,-84.79,12.3476
3073,10km,landslide,tropical_cyclone,medium,other,,,Philippines,7491.0,120.66,16.39
3074,25km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,0.0,120.9878,16.7133
3075,5km,mudslide,downpour,small,other,0.0,,United States,1126.0,-71.9691,44.1473
3076,10km,landslide,rain,medium,other,0.0,,India,92113.0,94.1139,25.6269
3077,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,839.0,-116.8583,44.9719
3078,1km,landslide,rain,small,above_road,0.0,0.0,United States,1224.0,-121.1358,38.8758
3079,1km,rock_fall,unknown,medium,above_road,0.0,0.0,United States,1079.0,-82.7511,37.7306
3080,5km,landslide,rain,medium,other,0.0,0.0,Canada,5706.0,-74.4678,45.9111
3081,5km,landslide,unknown,medium,above_road,0.0,0.0,United Kingdom,1296.0,-4.8893,56.2453
3082,1km,landslide,downpour,medium,other,0.0,,United States,33371.0,-117.805,34.0679
3083,1km,mudslide,rain,small,other,0.0,,United States,47407.0,-111.8509,40.4074
3084,5km,mudslide,mining,medium,mine,4.0,0.0,Bangladesh,39218.0,91.7483,25.1472
3085,5km,landslide,downpour,small,above_road,0.0,,United States,3944.0,-83.6643,35.6733
3086,5km,landslide,continuous_rain,medium,urban,5.0,0.0,India,12871.0,92.9974,24.7979
3087,5km,landslide,downpour,medium,other,,,United Kingdom,51559.0,-0.154356568,51.28876789
3088,1km,landslide,tropical_cyclone,medium,other,0.0,0.0,United Kingdom,3747.0,-2.3389,57.6717
3090,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2038.0,-121.9948,44.3298
3092,10km,landslide,downpour,medium,other,4.0,,India,515574.0,88.363,26.7914
3093,5km,complex,downpour,medium,above_road,0.0,0.0,France,3516.0,0.0161,43.0204
3094,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,7725.0,78.3299,30.9085
3097,5km,landslide,downpour,medium,other,0.0,,Vietnam,36502.0,103.9155,22.4179
3098,25km,landslide,tropical_cyclone,large,other,17.0,,Guatemala,994938.0,-90.5276,14.6066
3099,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,India,6755.0,74.0357,34.0796
3101,1km,mudslide,rain,small,other,0.0,,United States,40010.0,-81.3408,35.7244
3102,25km,landslide,downpour,medium,other,0.0,,Indonesia,0.0,102.4206,-3.6945
3103,10km,landslide,unknown,medium,other,1.0,,India,17748.0,75.5488,33.1467
3104,10km,debris_flow,downpour,medium,above_road,0.0,0.0,United States,1191.0,-121.0489,46.6752
3105,25km,landslide,unknown,medium,other,1.0,,India,17123.0,78.3154,30.6004
3106,25km,landslide,tropical_cyclone,large,other,104.0,,Philippines,41258.0,120.5746,16.4664
3107,5km,mudslide,downpour,medium,other,0.0,,United States,1963.0,-120.9276,39.1312
3108,25km,debris_flow,downpour,medium,natural_slope,0.0,0.0,United States,1520.0,-111.3112067,37.11344851
3109,25km,landslide,downpour,large,other,,,China,0.0,103.49,31.07
3110,50km,mudslide,rain,small,other,,,Canada,1706.0,-117.8532,50.3162
3111,5km,landslide,rain,small,other,0.0,0.0,India,899094.0,91.7082,26.1044
3112,5km,landslide,downpour,medium,other,0.0,,India,5215.0,76.9576,30.8741
3113,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,22068.0,-122.9363,45.3098
3114,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4561.0,-123.5777,44.158
3115,10km,landslide,rain,medium,other,7.0,,Peru,53177.0,-76.1311,-9.2114
3116,10km,debris_flow,rain,medium,above_river,0.0,0.0,Canada,2830.0,-118.8419,50.6082
3117,1km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,12355.0,-97.2405,32.6791
3118,5km,landslide,rain,small,other,2.0,,Philippines,15589.0,121.0922,14.6394
3119,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9477.0,-123.7746,46.1951
3120,25km,landslide,unknown,medium,above_road,1.0,1.0,India,28197.0,74.2525,33.6794
3121,5km,landslide,rain,small,bluff,0.0,0.0,United Kingdom,5566.0,-6.2546,55.2115
3122,1km,mudslide,downpour,small,other,0.0,0.0,United States,2157.0,-113.9251,46.8875
3123,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2045.0,-123.9584,44.8859
3124,5km,landslide,downpour,medium,other,0.0,,United States,1932.0,-111.6788,40.5765
3126,5km,mudslide,downpour,very_large,other,424.0,,Brazil,123979.0,-42.9664,-22.4123
3129,5km,landslide,downpour,small,other,0.0,,United States,3931.0,-123.0626,47.4997
3130,1km,landslide,downpour,small,urban,7.0,3.0,Indonesia,100561.0,99.2454,1.3994
3131,25km,landslide,downpour,medium,other,0.0,,Uganda,11300.0,34.3082,1.4394
3132,25km,landslide,rain,medium,other,3.0,,Vietnam,31801.0,105.9,20.5667
3133,1km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,1036.0,-80.5741,40.21
3134,5km,landslide,downpour,medium,other,2.0,,Venezuela,0.0,-66.9431,10.4669
3135,5km,landslide,downpour,small,other,0.0,,United States,2666.0,-122.521,37.8695
3136,5km,landslide,unknown,medium,other,1.0,,Indonesia,493698.0,107.5782,-6.8911
3137,10km,landslide,rain,medium,other,,,Dominican Republic,146000.0,-70.6871,19.7827
3138,5km,landslide,downpour,small,other,0.0,,New Zealand,75996.0,176.257,-40.1119
3140,1km,mudslide,downpour,medium,other,0.0,,United States,25527.0,-84.8703,38.1684
3141,5km,landslide,rain,medium,other,,,United Kingdom,610268.0,-4.2571,55.8657
3142,exact,landslide,unknown,unknown,below_road,0.0,0.0,United States,1312.0,-123.927,45.6654
3144,25km,landslide,rain,medium,other,6.0,0.0,Indonesia,0.0,109.6666,-7.4001
3145,5km,landslide,tropical_cyclone,medium,other,50.0,,Philippines,2803.0,120.8163,16.9643
3146,5km,mudslide,downpour,small,other,0.0,,United States,365.0,-83.3732,37.1609
3147,1km,landslide,rain,medium,above_road,0.0,0.0,United States,5951.0,-80.0813,40.4372
3148,5km,landslide,downpour,medium,other,0.0,,India,1495.0,78.2844,31.5699
3149,5km,rock_fall,downpour,small,natural_slope,1.0,1.0,India,874587.0,80.6526,16.5145
3150,1km,landslide,downpour,medium,other,1.0,0.0,India,123797.0,88.167,26.9978
3151,50km,landslide,rain,small,above_road,0.0,0.0,Afghanistan,65000.0,69.5546,35.3047
3152,1km,landslide,continuous_rain,medium,urban,0.0,0.0,Honduras,27753.0,-88.7731,14.7698
3153,10km,rock_fall,unknown,small,above_road,0.0,0.0,United States,2066.0,-72.4066,43.4771
3155,exact,landslide,continuous_rain,medium,other,0.0,0.0,Nicaragua,5827.0,-84.7928,12.3484
3156,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1133.0,-124.3966,42.6027
3157,1km,landslide,rain,medium,other,0.0,,United States,15311.0,-74.5007,40.6383
3158,1km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Philippines,8303.0,124.980934,10.386305400000001
3159,25km,landslide,downpour,medium,other,3.0,,Nepal,9073.0,82.1707,28.8687
3160,10km,landslide,downpour,medium,other,,,India,24648.0,75.8289,11.4477
3161,1km,mudslide,rain,small,other,0.0,,United States,47376.0,-75.9324,42.1144
3162,10km,rock_fall,downpour,small,above_road,0.0,0.0,United States,486.0,-83.4667,37.9951
3163,exact,landslide,rain,medium,below_road,0.0,0.0,India,46427.0,88.3372,26.8545
3164,25km,mudslide,downpour,medium,other,3.0,,Peru,0.0,-73.8721,-15.745999999999999
3165,5km,mudslide,unknown,small,natural_slope,0.0,0.0,United States,10389.0,-120.7629,38.733000000000004
3166,50km,landslide,downpour,medium,other,26.0,,Nepal,92294.0,80.9,28.833000000000002
3167,10km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,4525.0,-117.8098,34.3618
3168,50km,landslide,tropical_cyclone,very_large,other,0.0,,Philippines,11035.0,121.0335,14.6444
3169,5km,debris_flow,downpour,medium,other,0.0,,France,5910.0,6.4793,43.4641
3170,exact,landslide,rain,small,urban,0.0,0.0,United States,416427.0,-104.8538,38.8117
3171,50km,landslide,downpour,medium,mine,13.0,2.0,Indonesia,0.0,136.3632,-3.8139999999999996
3173,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1737.0,-123.2577,45.9974
3174,5km,mudslide,rain,medium,other,,,United States,67862.0,-91.5322,41.6737
3175,5km,mudslide,downpour,medium,other,,,China,0.0,103.8764,31.3161
3176,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1737.0,-123.2274,46.1185
3177,1km,mudslide,downpour,small,other,0.0,,United States,31364.0,-84.3918,37.7922
3178,10km,mudslide,downpour,small,above_road,1.0,0.0,Switzerland,1080.0,8.9745,46.8598
3179,1km,mudslide,tropical_cyclone,very_large,other,39.0,,Japan,71578.0,139.3785,34.7476
3180,5km,mudslide,rain,medium,above_road,0.0,,United States,11051.0,-91.28401244,40.63499096
3181,10km,complex,downpour,medium,other,,,Malaysia,69302.0,101.74600000000001,3.0949
3182,1km,landslide,unknown,medium,above_road,0.0,0.0,Dominica,2184.0,-61.4285,15.421
3183,1km,landslide,continuous_rain,small,other,0.0,0.0,India,14965.0,74.5594,34.1327
3184,25km,mudslide,monsoon,medium,other,,,India,223523.0,93.8275,24.9336
3185,25km,landslide,downpour,medium,other,0.0,,Panama,1310.0,-79.6961,9.2332
3186,1km,debris_flow,downpour,small,other,0.0,0.0,United States,1290.0,-119.9038,39.5513
3187,10km,complex,downpour,large,other,21.0,,Tajikistan,78786.0,69.8054,37.9148
3188,25km,landslide,downpour,medium,other,0.0,,Georgia,7423.0,44.706,41.8393
3189,1km,landslide,downpour,small,other,0.0,0.0,Malaysia,1453975.0,101.7805,3.1425
3190,50km,landslide,unknown,medium,above_road,0.0,0.0,Philippines,2132.0,120.9695,17.0821
3191,exact,mudslide,rain,small,urban,0.0,0.0,United States,8962.0,-122.4614,37.8893
3192,10km,landslide,rain,small,other,,,United States,6903.0,-82.5186,37.4814
3194,5km,mudslide,downpour,large,other,28.0,,Italy,219948.0,15.5445,38.196
3196,5km,landslide,downpour,large,other,10.0,,India,2571.0,79.0193,30.0667
3198,5km,landslide,rain,medium,other,,,United States,8413.0,-122.7756,48.9511
3199,5km,landslide,rain,small,other,0.0,,Thailand,7094.0,98.3138,7.8347
3200,5km,landslide,downpour,very_large,other,,,China,0.0,104.8805,27.344
3201,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3205.0,-122.16,43.6359
3202,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.0252,-22.9631
3204,10km,landslide,rain,medium,other,3.0,2.0,El Salvador,5773.0,-89.4691,14.0007
3205,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2253.0,-124.4134,42.424
3206,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,473.0,-120.2621,44.5932
3207,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1133.0,-124.3982,42.6214
3209,25km,landslide,downpour,small,above_road,0.0,0.0,Panama,2823.0,-82.8014,8.833
3211,5km,landslide,rain,medium,other,,,India,33748.0,94.9731,26.4205
3212,10km,mudslide,downpour,small,other,0.0,,United States,5287.0,-122.35700000000001,37.3931
3213,1km,landslide,continuous_rain,small,above_road,0.0,0.0,United States,1860.0,-81.1495,39.4396
3214,1km,mudslide,continuous_rain,large,deforested_slope,151.0,0.0,India,25997.0,73.6873,19.162
3215,5km,landslide,unknown,medium,other,0.0,0.0,Nepal,200000.0,83.8521,28.285
3216,10km,landslide,rain,medium,other,,,Philippines,32932.0,124.5335,7.1904
3217,10km,complex,downpour,large,other,3.0,,Indonesia,101731.0,127.3641,0.8292
3219,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1894.0,-123.9385,45.0159
3220,5km,landslide,downpour,medium,other,0.0,,India,26912.0,93.6885,27.1034
3221,25km,landslide,downpour,medium,other,0.0,,Sri Lanka,66716.0,80.8147,7.6447
3224,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,9989.0,-124.0746,44.5339
3225,1km,landslide,downpour,medium,other,0.0,,Philippines,133148.0,123.8332,10.2443
3226,50km,landslide,downpour,medium,other,0.0,,India,7121.0,93.0153,27.4888
3227,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,2033.0,-124.1131,44.2886
3228,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,4154.0,-123.9755,43.6905
3229,10km,mudslide,downpour,medium,other,0.0,,Japan,70339.0,130.3342,33.4942
3230,5km,landslide,downpour,medium,other,0.0,,Trinidad and Tobago,157258.0,-61.4954,10.6487
3232,5km,rock_fall,downpour,small,other,2.0,,India,25997.0,73.7767,19.3379
3233,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,3465.0,-123.8195,44.6553
3234,1km,landslide,continuous_rain,small,other,1.0,1.0,India,6807.0,74.9781,33.8911
3235,1km,landslide,rain,small,other,0.0,,Australia,8007.0,152.9012,-25.4003
3236,25km,landslide,downpour,medium,other,2.0,,India,8571.0,76.7705,9.8678
3237,25km,landslide,downpour,medium,other,1.0,,Philippines,9489.0,123.478,10.597000000000001
3239,25km,landslide,downpour,small,above_road,0.0,0.0,Nepal,23416.0,80.7651,29.2983
3240,5km,landslide,rain,medium,other,0.0,0.0,India,44540.0,94.1434,23.899
3241,25km,mudslide,downpour,large,above_road,0.0,0.0,United States,1027.0,-118.5585,34.6218
3242,5km,landslide,downpour,medium,other,0.0,,Uganda,0.0,34.3317,1.01
3243,5km,rock_fall,freeze_thaw,small,above_road,0.0,0.0,United States,16887.0,-107.8717,37.071999999999996
3244,25km,landslide,rain,medium,other,1.0,0.0,Guatemala,4671.0,-89.7321,15.5779
3245,25km,landslide,downpour,medium,other,0.0,,Indonesia,800000.0,106.8002,-6.6006
3246,1km,landslide,downpour,small,other,0.0,,United States,3036.0,-123.426,48.0364
3247,10km,landslide,rain,medium,urban,0.0,0.0,Guatemala,994938.0,-90.5352,14.6429
3248,exact,landslide,downpour,medium,bluff,0.0,0.0,Italy,3656.0,9.0563,44.3804
3249,exact,landslide,downpour,small,above_road,0.0,0.0,United States,583776.0,-122.7066,45.5259
3250,5km,landslide,downpour,large,other,0.0,,India,37475.0,77.5101,34.208
3251,10km,landslide,downpour,medium,other,0.0,,Fiji,77366.0,178.4448,-18.1284
3252,5km,mudslide,downpour,medium,other,0.0,,United States,1271.0,-110.73200000000001,45.0432
3253,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,Philippines,4815.0,125.2242,7.0225
3254,exact,landslide,unknown,unknown,above_road,0.0,0.0,United States,1286.0,-123.9272,45.5591
3256,exact,landslide,construction,small,other,0.0,0.0,United States,18411.0,-74.4478,40.8044
3257,25km,landslide,rain,medium,other,1.0,,Mexico,1376457.0,-116.9016,32.5755
3258,25km,rock_fall,unknown,medium,other,0.0,,Canada,77000.0,-122.1494,49.1758
3259,1km,landslide,downpour,medium,other,0.0,,Brazil,456456.0,-43.1109,-22.9149
